"_unit_id","_golden","_unit_state","_trusted_judgments","_last_judgment_at","stance","date","id","screen_name","text","user_id"
"1266459081","false","finalized","3",,"against
none
against","2017-04-24 14:44:31","856519226571575296","jaromiel","Macron est l'enfant caché de Hollande et Merkel. Il vient de tuer l'UMPS https://t.co/7NEzV3E6Zz","110937445"
"1266459062","false","finalized","3",,"none
none
none","2017-04-24 14:57:48","856522568794341376","Ecoute51","???????? #Presidentielle2017 : Emmanuel Macron accepte de participer au débat télévisé de l'entre-deux-tours face à Marine Le Pen, prévu le 3 mai.","1870898880"
"1266459233","false","finalized","3",,"against
against
against","2017-04-24 14:58:20","856522701833457665","NASSREESE300","Emmanuel Macron,ex banquier de chez Rothschild qui atteind le 2nd tour..Je ne peut pas m'empêcher de penser a cette… https://t.co/bAZgSPwiGd","460345291"
"1266459280","false","finalized","3",,"favour
favour
favour","2017-04-24 15:20:18","856528232723738624","jeannxt_","Sans hésiter je soutiens E. Macron dans son duel avec le FN qui conduirait la France au désastre.J'appelle les Français(es) à faire de même","4430277759"
"1266459091","false","finalized","3",,"none
none
none","2017-04-24 16:06:13","856539784491257856","HeelLeClech","""Une personne sur deux qui a voté pour E. Macron est âgé de plus de 50 ans et c'est exactement l'inverse pour M. Le… https://t.co/BKJLX82gLo","543597645"
"1266459527","false","finalized","3",,"against
against
against","2017-04-24 16:19:14","856543062025281537","gianni13300","Pourquoi Marine le Pen va probablement écraser Macron au deuxième tour https://t.co/leLLTAID8G via @YouTube","853922095276937217"
"1266459850","false","finalized","3",,"none
none
favour","2017-04-24 16:27:39","856545179813150720","cliopitoeff","Hervé Le Bras : ""La carte du vote Macron est l'inverse de la carte FN"" https://t.co/Fu6P7gvJTO https://t.co/HvnVrg3prc","815629018733146112"
"1266459497","false","finalized","3",,"none
none
favour","2017-04-24 16:29:31","856545648971218944","cumhuryetcii","Présidentielle : selon les résultats finaux du 1er tour, Macron obtient 24,01 % des voix, Le Pen 21,30 %. https://t.co/2jAocHIVVN","704072295376027649"
"1266459803","false","finalized","3",,"against
against
against","2017-04-24 16:56:16","856552380661473281","kiosk_kiosquec","@Neutre_On C'est nouveau, ça vient de sortir...
Les Insoumis font front à la fois contre MLP et contre Macron, tous… https://t.co/phMcwb1dAG","2973599247"
"1266459470","false","finalized","3",,"against
against
against","2017-04-24 17:07:24","856555184465555463","Chunky_Monkey63","???? Tranquillou..levée de fonds de #Macron dans la banlieue bruxelloise des exilés fiscaux...????????
????????????????????????????????????
Les médias… https://t.co/fU8UU31gRW","245099498"
"1266459145","false","finalized","3",,"against
none
against","2017-04-24 17:31:35","856561269603807232","dorka79008451","J'ai relu le programme papier de Macron, ""le monde est de plus en plus incertain"" on se croirait dans Star Wars.","3512368936"
"1266459235","false","finalized","3",,"against
against
against","2017-04-24 17:51:50","856566366261956608","Camelia_Chbn","Hâte de vous voir vous plaindre de Macron dans quelques mois avec ses réformes de travail qui vous mettrons dans la précarité","290733721"
"1266459676","false","finalized","3",,"against
against
against","2017-04-24 17:58:32","856568049914322944","chinoismslt","Ces gens là ont voté pour Macron.. Pauvre France #Presidentielle2017 https://t.co/AD5QnrUszf","4300515616"
"1266459353","false","finalized","3",,"none
against
against","2017-04-24 18:02:28","856569042492174337","Ortola_Marc1972","@Nperard51 @DeltaPapaBravo @LeBlogPolitique @ToutSaufLePen Ouais t'as raison Macron c'est Reagan ! Je suis vraiment con.","794274069252341761"
"1266459813","false","finalized","3",,"favour
favour
favour","2017-04-24 18:09:06","856570712819105792","clemence_flora","A ceux qui disent : ""Je ne voterai pas Macron pour faire barrage au FN car il favorise la montée du FN""
Bravo pour… https://t.co/4Xaqoe4V7p","4434281535"
"1266459114","false","finalized","3",,"against
against
against","2017-04-24 18:11:54","856571414694035459","Pomarbo","Les merdias et les sortants de tous bords ont commencé une affligeante campagne pour Macron
#Presidentielle2017","1506002911"
"1266459073","false","finalized","3",,"against
against
against","2017-04-24 18:19:59","856573448541409281","Tig48kr","Marion Maréchal-Le Pen : « Emmanuel Macron est un danger civilisationnel » https://t.co/VGYmpEN2S5","2385787629"
"1266459363","false","finalized","3",,"against
none
against","2017-04-24 18:28:52","856575687041437696","Nafiiissa_","Le pen ? 
Macron?

Dans la merrrrde ????????????????","787992297912827904"
"1266459562","false","finalized","3",,"against
against
against","2017-04-24 18:30:41","856576142446391299","FredSLN","Vous comprenez maintenant pour qui vous avez voté ? Macron s'est engagé à empirer la loi El Khomri, à coup d'ordonn… https://t.co/yebS1tnwJd","722901985503019008"
"1266459425","false","finalized","3",,"favour
against
favour","2017-04-24 18:56:05","856582535027064832","sadj0rge","j'ai trouvé le programme de macron https://t.co/SFjDKcfKiY","395382535"
"1266458900","false","finalized","3",,"against
against
against","2017-04-24 19:00:31","856583652142133249","MerloFr","76,14% d'électeurs n'ont pas voté pour Macron. Donc la fanfaronnade de victoire d'hier, c'est un peu oublier ce chiffre !","1412643324"
"1266459339","false","finalized","3",,"favour
favour
favour","2017-04-24 19:02:53","856584245858500609","tytyyoks","@TontonVito Je me suis trompé c'est mieux macron l'autre c'est satan","4865962401"
"1266459545","false","finalized","3",,"against
against
none","2017-04-24 19:13:05","856586811174522881","Lea_Dvlrs","Les jeunes qui bloquaient les lycées pour la loi du travail mais qui ont voté Macron vous me faites sourire","1127662320"
"1266459355","false","finalized","3",,"favour
against
against","2017-04-24 19:18:42","856588225636438017","Genepapillon","@Monty_Brogan69 @ThomasHauserr @GuillaumeTC Entièrement d'accord, beaucoup ne veulent ni macron ni fn ok, mais en s… https://t.co/p8e0T02xoO","2359455566"
"1266458899","false","finalized","3",,"none
none
none","2017-04-24 20:09:57","856601122429165572","Ceawlin1","Quand il faut choisir entre Macron et Lepen. #ElectionsPresidentielles2017 https://t.co/G6dSaMz51W","2401448059"
"1266459335","false","finalized","3",,"favour
favour
favour","2017-04-24 20:32:10","856606715265024000","JstnDhy","J’appelle à battre le plus fortement possible le Front national en votant pour Emmanuel Macron, même s’il n’appartient pas à la gauche.","136334490"
"1266459484","false","finalized","3",,"against
against
against","2017-04-24 20:35:41","856607600699465729","gagagougouga","#Macron ""La #LoiElKhomri ne va pas assez loin"". 
Et vous voteriez pour lui ? https://t.co/CCIWAYjEgE","4478161"
"1266459714","false","finalized","3",,"against
against
none","2017-04-24 20:41:10","856608979170074624","VictorineOrion7","NI MACRON NI LEPEN ! FIN DE LA RIPOUBLIK !!! https://t.co/pF4bE6hHGl","784162804546797568"
"1266459455","false","finalized","3",,"none
none
none","2017-04-24 20:43:18","856609517752246273","mrgxbz","Frappant : si seules les grandes villes avaient voté, le second tour opposerait Macron à Mélenchon 
Source… https://t.co/R0Flbcz2lZ","856225918167252992"
"1266459844","false","finalized","3",,"none
against
none","2017-04-24 20:55:31","856612593112403970","GSevy","""#Macron a accusé la France de crimes contre l'Humanité, et il a même dit qu'il n'y avait pas de culture française."" #JT20h","581041933"
"1266459679","false","finalized","3",,"against
against
against","2017-04-24 21:01:07","856613999751942145","Jerome_Plumecoq","Des gens sont morts pour que vous alliez voter Macron et pour qu'il puisse détricoter le code du travail pour lequel des gens sont morts.","829437831655387136"
"1266459169","false","finalized","3",,"favour
favour
favour","2017-04-24 21:01:19","856614052549840899","Gmz3869","Appel commun d'Apparu, Béchu, Darmanin, Phlippe, Riester...: «Nous ferons tout ce qui est en notre pouvoir pour aider Macron à battre le FN»","853967821575004163"
"1266459184","false","finalized","3",,"favour
favour
favour","2017-04-24 21:48:22","856625889467138048","CaprinoCpn","J.Cheminade : Je vous invite a voter Macron au second tour https://t.co/F50dHFekEy","2734602988"
"1266459121","false","finalized","3",,"none
against
against","2017-04-24 22:23:11","856634653830262785","franckpuffy","""Ça jamais !"" : le tract du PS pour appeler à voter Emmanuel Macron https://t.co/zdqm04uRtv","257176110"
"1266458992","false","finalized","3",,"against
against
against","2017-04-24 22:50:02","856641410489077762","ndeljary","""La République mérite de meilleurs textes"": déçu par le discours discount de Macron, Nicolas Bedos rédige sa petite… https://t.co/smMJzJO3bc","300348715"
"1266459839","false","finalized","3",,"against
against
none","2017-04-24 23:05:20","856645261002723329","fr_buy","Front républicain: Morano refuse de se jeter dans les bras de Macron &gt;&gt; https://t.co/OK08uS8MBa https://t.co/L6CycsSHcG","1661183456"
"1266459125","false","finalized","3",,"none
against
against","2017-04-25 00:55:56","856673094672437248","rsxkc","@20Minutes Si j'écris le nom des soutiens PS de Macron sur mon corps pour dénoncer le Hollandisme de Macron j'aurais le droit à un article ?","4437438093"
"1266459560","false","finalized","3",,"none
against
none","2017-04-25 01:46:09","856685732890640384","PatDugan","Emmanuel Macron gay affair rumours '@telegraph https://t.co/IHhZp6fS8e 
Just sexual orientation as his pal Obama
#tcot #maga #france #ccot","21930343"
"1266459323","false","finalized","3",,"against
against
against","2017-04-25 04:48:53","856731718476288000","ledahutdenhaut",".@Guaino_Henri : « je ne veux en aucun cas voter pour monsieur #Macron »
« Marine Le Pen n’est pas une fasciste. »
https://t.co/9nY8AFz7kv","4813595837"
"1266459449","false","finalized","3",,"against
against
against","2017-04-25 05:05:36","856735923689730049","HelliaFax","@CercleVoltaire #Macron va sacrifier la classe moyenne au profit de l'oligarchie, du libéralisme et de la Finance e… https://t.co/oEW1gMf1rF","2283999349"
"1266459531","false","finalized","3",,"against
against
none","2017-04-25 05:28:04","856741580111323136","_Astoooou","Mdrrrr quand je repense que Macron est marié avec son ancienne prof qui a plus de 60 ans ???????????????? pardon","4570883183"
"1266458926","false","finalized","3",,"none
none
none","2017-04-25 05:55:40","856748522716221440","SalvadorCedric","""la France Le Pen vs La France Macron"" https://t.co/FoROCecoVP par @jlcassely et @alphoenix https://t.co/FXb2TVeO5Z","1099008678"
"1266459710","false","finalized","3",,"against
against
against","2017-04-25 05:59:09","856749402328895488","KersausonDe","Très juste ! RT @nytopinion:Le Pen has a plausible path to victory . Arrogance would be Macron’s worst enemy. https://t.co/lwASZ21WRK","607143699"
"1266458934","false","finalized","3",,"against
against
against","2017-04-25 07:04:46","856765912007004160","Marc_Claret75","Je suis sarkoziste à 200% j ai vote Fillon mais MAcron jamais alors pour la 1ère fois je voterais marine","702793371471970305"
"1266459257","false","finalized","3",,"favour
none
none","2017-04-25 07:29:22","856772103445544960","prajoelina","Présidentielles à #Madagascar : inscrits 12 292. Exprimés 5 155 - Macron : 34,50% Fillon : 27,90% Melenchon : 15,6%… https://t.co/rMTIzIRfHN","560359496"
"1266459008","false","finalized","3",,"against
against
against","2017-04-25 07:40:17","856774852509872129","Pascal_Blt",".@f_philippot : ""Après le drame des #ChampsElysées, #Macron a dit qu'il n'allait pas inventer un projet contre le terrorisme."" #8h30Aphatie","852062732639756289"
"1266459354","false","finalized","3",,"against
against
against","2017-04-25 07:46:30","856776417631240192","JeanGavroche88","Marion Le Pen : « Macron, c’est le choix d’une société multiculturelle et postnationale » https://t.co/vVKHQhJGzQ https://t.co/eKPEUr1O2y","848099242891771904"
"1266459537","false","finalized","3",,"none
none
none","2017-04-25 07:57:33","856779195959177216","minotep","Des nouvelles du Macron-monde https://t.co/8gcEzA7PYQ","1003611463"
"1266459540","false","finalized","3",,"against
against
against","2017-04-25 08:55:43","856793835959136256","lepcd74","Absurde  de faire une fête people 6eme arrondissement alors que la France est déchirée et que rien n'est gagné #macron #Presidentielle2017","786167683872063489"
"1266458902","false","finalized","3",,"against
against
against","2017-04-25 08:59:53","856794885025923072","PoinsardXavier","Je refuse d'appeler à voter #macron  contrairement à @FrancoisFillon . Explications @20Minutes #Presidentielle2017
https://t.co/u4KVVtlE2G","851317272966770688"
"1266459106","false","finalized","3",,"against
against
against","2017-04-25 09:09:25","856797284125872128","A_MadHatter_","Super

Je découvre que Macron soutient la Corrida, la chasse aux requins + la chasse tout court","2236281185"
"1266458938","false","finalized","3",,"against
against
against","2017-04-25 09:16:03","856798952552902656","fautpaspousserO","""Des millions d'électeurs vont rejeter le projet de M. #Macron qui veut confier davantage de pouvoir aux puissances financières"" @franceinfo","2320657891"
"1266459592","false","finalized","3",,"against
against
against","2017-04-25 09:40:05","856805002727358464","Ar_Prototype","@dendir35 @BFMTV Preoccupe des pauvres beaucoup plus que macron","4822438977"
"1266458879","false","finalized","3",,"none
none
none","2017-04-25 09:57:02","856809264647729152","neilerua72","L'élection est déjà pliée. D'ailleurs la Présidente des USA Hillary Clinton a déjà appelé Macron pour le féliciter.","545182019"
"1266459845","false","finalized","3",,"favour
against
none","2017-04-25 10:28:36","856817209989058560","unrulianne","@MarianneleMag Donc cela vaut pr Macron que l'on accuse d'avoir manqué de graviter,1 bataille grave arrive,il était… https://t.co/j2b9VgMBUZ","3064915126"
"1266458951","false","finalized","3",,"against
against
none","2017-04-25 10:33:16","856818385459568642","RADIOGAULE","Le directeur du programme de #Macron avoue que les retraités vont être les grands perdants de son projet. Partagez… https://t.co/Ycbie2tdje","725663028394491905"
"1266459705","false","finalized","3",,"none
favour
none","2017-04-25 10:34:04","856818587067006976","tiopresitap1983","Présidentielle française en direct: Macron en tête, trois candidats au coude-à-coude https://t.co/eYWsMeWwez","841752609081982977"
"1266459386","false","finalized","3",,"against
against
against","2017-04-25 11:03:59","856826113699586055","ultracds","Je ne participerai pas à une coalition autour d'Emmanuel Macron. @Le_Figaro","126373424"
"1266459461","false","finalized","3",,"against
against
against","2017-04-25 12:15:56","856844221415907328","777appocalypse","Les fossoyeurs de la France courent à la soupe Macron l’imposteur ! https://t.co/CYH2qZDhnN","835476640427884544"
"1266459664","false","finalized","3",,"favour
favour
favour","2017-04-25 12:21:58","856845737979781120","Cddu46","Certains disent Macron ou le FN c'est pareil ???? Pourtant j'ai pas souvenir d'un cadre d'En Marche incendiant des voi… https://t.co/C9tFir35EY","3431301364"
"1266459861","false","finalized","3",,"against
against
against","2017-04-25 13:09:43","856857756606877701","MRohellec","MELANCHON ET HAMON ETAIENT POUR L'EGALITE DE TOUS ILS NE VOULAIENT QUE LE MIEUX POUR NOUS &amp; VOUS VOTEZ PR MACRON ET… https://t.co/Pp0r3TSiRH","3348714226"
"1266459685","false","finalized","3",,"none
against
against","2017-04-25 13:32:41","856863535321804800","stupidMelenchon","@jeunesmacron44 petition d'avocats pour verifier patrimoine #macron/otan #JamaisMacron #JeVoteMacron #MarineLePen… https://t.co/BXK15MaLhc","792651975254999040"
"1266459211","false","finalized","3",,"against
against
against","2017-04-25 13:48:31","856867521441431552","PRANEDOLLY","En 24h, le barrage à ""Marine le Pen"" s'est transformé en ""barrage à Macron"". Il faut continuer à convaincre les Français! #ToutSaufMacron","573829733"
"1266459308","false","finalized","3",,"against
against
against","2017-04-25 14:37:30","856879846382817280","guyxav","En accord avec #Guaino. #Macron candidat de ""l'uberisation"" de la société française. https://t.co/u1fm0SsM7Z","1334527351"
"1266459017","false","finalized","3",,"against
against
favour","2017-04-25 14:55:02","856884258488668161","MCarolineLePen","La #CGT qui criait ""Macron démission"" soutient le bradeur d'#Alstom qui mettra en place une #LoiElKhomri puissance… https://t.co/7fzsLX91QO","389577459"
"1266459518","false","finalized","3",,"favour
favour
favour","2017-04-25 15:11:21","856888366528438272","scanelio","Si #Macron a gagné ce premier tour, c'est aussi parce qu'il a été meilleur que les autres aux yeux des électeurs.
N… https://t.co/V7SRG2bGaU","91224488"
"1266459163","false","finalized","3",,"favour
favour
favour","2017-04-25 15:26:45","856892244154077184","ArthurVasseur8","Jsuis d'accord Macron c'est pas ouf mais on a plus trop le choix on va pas mettre Le Pen au pouvoir vous etes malades","2957313849"
"1266459644","false","finalized","3",,"against
against
against","2017-04-25 16:11:48","856903581030641664","markred17","Vous avez voté Macron ?

Voilà l'Europe de demain : grande ouverte aux pays les plus dangereux de la planète sans f… https://t.co/oNye3o0l9M","1673695388"
"1266459116","false","finalized","3",,"against
against
against","2017-04-25 16:26:32","856907285813223424","GuillaumeS06","Appel à voter Macron : des militants “écœurés” écrivent à LR &gt;&gt; https://t.co/Nw78gxzAJH https://t.co/GiwShw47Gh","382548783"
"1266458978","false","finalized","3",,"none
none
none","2017-04-25 16:44:24","856911783788982272","matthbis","«Emmanuel Macron propose un ""service militaire"" obligatoire d'un mois pour tous les jeunes»
Moi : https://t.co/pPR0gNgO0h","250709365"
"1266459571","false","finalized","3",,"against
none
favour","2017-04-25 17:10:18","856918301120880640","G_Haar","#JamaisMacron ne permettra que son nom soit sali par des soutiens de candidats mis en examen/convoqués par les juges
https://t.co/UHWiAo03Eb","35448744"
"1266458914","false","finalized","3",,"against
against
none","2017-04-25 17:57:21","856930142718971904","Templars1664","A écouter un journaliste qui enquête Pierre Jovanovic: Si Macron est élu, la France n’existera plus.… https://t.co/ZBxGlfCjxW","3097705401"
"1266459295","false","finalized","3",,"none
against
none","2017-04-25 18:50:03","856943405162692609","Gautier250","@cauetofficiel @NRJhitmusiconly C comme choisir entre Macron et Lepen","137117955"
"1266459717","false","finalized","3",,"against
against
none","2017-04-25 19:45:17","856957304427696128","Benramine_","La Anne claire Coudray qd elle va recevoir le Macron elle va le supplier de lui éjaculer dans la bouche","962452406"
"1266459000","false","finalized","3",,"favour
favour
favour","2017-04-25 19:47:03","856957748004745220","SocDemMarche","Marine Le Pen confond le programme de Mme Thatcher et celui de M. Macron. C'est très gênant #elysee2017","815500888634785792"
"1266458904","false","finalized","3",,"none
none
none","2017-04-25 19:47:55","856957966070710274","Korasto_","C'est bon on a compris que t'es pour Macron maintenant laisse parler les gens c'est trop ça #LT #elysee2017","397868923"
"1266459154","false","finalized","3",,"none
against
none","2017-04-25 19:50:45","856958678922133504","jojoBoudjemaa","@MLP_officiel Du programme de Mr  Macron  incroyable cette dame ce matin à rungis elle voulait de l'agneau ds l'ass… https://t.co/37QXvPoFTy","2874312952"
"1266459079","false","finalized","3",,"against
against
against","2017-04-25 19:51:42","856958918244925441","softjune","Macron pris en flagrant délit de mensonge gravissime - vidéo Dailymotion https://t.co/nXj1PMEphc","120789549"
"1266459753","false","finalized","3",,"against
against
against","2017-04-25 20:11:12","856963825169551360","isa92130","""#Macron donne des leçons sur les plateaux de télé, mais il a un bilan économique extrêmement mauvais comme Ministre."" #Élysée2017","827610559357054976"
"1266459019","false","finalized","3",,"favour
favour
none","2017-04-25 20:21:06","856966316934254592","Benjdg_","A ceux qui trouvent que #Macron est l'heritier de Hollande, n'oubliez pas de qui Marine est l'héritière :… https://t.co/9eFC4RTumJ","1069315752"
"1266459150","false","finalized","3",,"against
against
against","2017-04-25 20:43:20","856971911812841473","Lyva19681","@LagoshNick C pour cela que Je ne voterai jamais Macron#sortonsmacron","784272897980280832"
"1266459128","false","finalized","3",,"against
against
against","2017-04-25 20:48:08","856973122896969729","CatchTheBaby","La campagne d’Emmanuel Macron dans le viseur de pirates russes https://t.co/KhYCRRZIjD","61118465"
"1266459456","false","finalized","3",,"against
none
none","2017-04-25 21:16:47","856980333073399818","mikatictac","""#Macron a recruté #MohamedSaou, ""un radical mais un type bien"" nous explique-t-il !"" #Lecluse https://t.co/ShiAOQblu3","252467657"
"1266459370","false","finalized","3",,"against
against
against","2017-04-25 21:47:13","856987988622028802","Impactgraphik","Macron &amp; cie qui tuent 1 siècle de mesures de gauche mais c'est pas grave, c'est pour faire barrage au FN. #Champions","247736457"
"1266459272","false","finalized","3",,"against
none
none","2017-04-25 21:49:18","856988513413345280","Mariecau77","Sinon Les Républicains, faites le ménage dans vos rangs.Voir des élus de votre parti RT des élus frontistes pour taper sur Macron,c'est laid","1962133824"
"1266459482","false","finalized","3",,"against
against
against","2017-04-25 21:54:46","856989888461381636","Billy_Winkens","Valls au gouvernement : Macron, le candidat qui recycle le Système. https://t.co/sz6xJAqRgJ","3237505055"
"1266459750","false","finalized","3",,"against
none
none","2017-04-25 22:09:31","856993603851354112","kingmori1","???????? Les électeurs de #Macron https://t.co/r3ygj9VaTG","1507056164"
"1266459023","false","finalized","3",,"none
against
against","2017-04-25 22:25:12","856997550196477953","jean_huot","La Manif pour tous voit en Emmanuel Macron un candidat « anti-famille » https://t.co/8GOke5PMHo","250749599"
"1266458876","false","finalized","3",,"against
against
against","2017-04-25 22:39:42","857001198825738240","kermorgant99","Ce qui fait monter le #FN c'est l'explosion des inégalites. Mais pour un pourri de la #finance comme #Macron, les inégalités c'est bien !","834107231113211904"
"1266459875","false","finalized","3",,"against
against
against","2017-04-25 22:47:47","857003233381937152","hackfox52","Macron n'a pas convaincu, il a séduit.
Signe que la France est devenu un peuple femelle, ce que comprennent bien les arabes qui la baisent.","3914415022"
"1266459317","false","finalized","3",,"against
against
against","2017-04-25 22:58:23","857005901483474944","YoungMasked","Marine pense à la France, le banquier Macron pense à l'argent, je le sentais déjà quand il s'est présenté à la candidature #elysee2017","3346469493"
"1266459201","false","finalized","3",,"none
none
favour","2017-04-26 00:24:17","857027517491949568","WilliamLimer",".@PaulLarrouturou a paparazzé le paparazzi qui a chopé Hollande sur son scooter : il est devenu intime des Macron.… https://t.co/opoHSHKZWG","1193153402"
"1266459041","false","finalized","3",,"against
against
against","2017-04-26 02:12:19","857054704718807040","elmareko","""je désapprouve le gouvernement précédent, mais je vote macron"" pour les cerveaux c'est la dernière sur la droite #JamaisMacron #elysee2017","2786955410"
"1266459779","false","finalized","3",,"against
against
against","2017-04-26 02:39:08","857061451739131905","_ercker","Macron, l'imposteur. Son bilan est un désastre: 1 million de chômeurs de +, casse sociale avec la loi El-Khomri..
… https://t.co/mfI0U58uo2","2507808147"
"1266459331","false","finalized","3",,"against
against
against","2017-04-26 05:49:40","857109401030856704","ZohraZmaz","La conseillère agriculture de Macron dirigeait le marketing des vins Rothschild...
https://t.co/klcq9bX3tN","987244484"
"1266458909","false","finalized","3",,"against
none
none","2017-04-26 06:47:31","857123961653559296","MikeWelbeck","Donc le PS qui n'a pas bougé un orteil pour Hamon pond un tract à 4M d'exemplaires pour Macron en quelques heures. Tout va bien.","380537921"
"1266459692","false","finalized","3",,"favour
against
none","2017-04-26 07:02:13","857127661319200769","TRJ3344221965","Aujourd'hui, tu critiques le discours de Le Pen, on te répond ""ouais, mais Macron..."".
La victoire du FN est là : on les met au même niveau.","750726609871699968"
"1266459795","false","finalized","3",,"against
against
against","2017-04-26 07:15:29","857130999779651584","Daph_Fvt","Pour la sécurité des français, #SortonsMacron ???? https://t.co/DAh8HnlKLv","590776084"
"1266459223","false","finalized","3",,"none
against
none","2017-04-26 07:18:50","857131840666251265","NEVABELLE","#bourdindirect COMMENT VA FAIRE MACRON POUR FINANCER LA SUPPRESSION DE LA TAXE D HABITATION 
EN FAISANT PAYER UN LOYER AU PROPRIETAIRE","302015682"
"1266459206","false","finalized","3",,"against
against
against","2017-04-26 07:29:42","857134577151868928","JonathanIDF","“Je voterai FN au second tour, et en toute bonne conscience” : Ces militants LR qui disent ""non"" à Macron &gt;&gt;… https://t.co/ZRcsBDUtoe","472777969"
"1266459578","false","finalized","3",,"against
none
none","2017-04-26 07:50:06","857139710984159232","paris_2015","Hollande alerte Macron, Le Pen déroule, le choix de la Manif pour tous https://t.co/tIfafG0NU8 https://t.co/FVLHMdd3eI","119934299"
"1266459368","false","finalized","3",,"favour
against
favour","2017-04-26 08:28:58","857149492914683905","Sebshihan","@Dazur_ @nooumena Les Islamistes Soutiennent #Macron ! #LaFranceSoumise vote Macron https://t.co/9BAO1KbBQg","2846936328"
"1266459766","false","finalized","3",,"against
against
against","2017-04-26 08:56:13","857156349196734464","rogerlepoulpe","@laurentbazin @zeta_carlos il a le melon macron et pense qu'il a déja gagné et bien rien que pour le faire chier je voterai marine","3384190156"
"1266459038","false","finalized","3",,"favour
none
favour","2017-04-26 09:14:59","857161071811014657","Yalgud1","Continuez d'hésiter entre Le Pen et Macron, bande d'abrutis ???? https://t.co/0VbNhlWHHN","500098836"
"1266459104","false","finalized","3",,"favour
none
favour","2017-04-26 09:32:01","857165358444183552","G_A_bitbol","@ornikkar @RMCinfo Mouais et on compte pas non plus ceux qui s'abstenaient et qui vont voter Macron au 2eme tour.","400011569"
"1266459504","false","finalized","3",,"against
against
against","2017-04-26 09:53:16","857170705112236032","skapobrien","Qu'est-ce que je fous dans ce monde parallèle avec Trump et Lepen/Macron au lieu de Sanders et Mélenchon. Au secours! #Presidentielle2017","556092715"
"1266459096","false","finalized","3",,"against
against
against","2017-04-26 11:16:29","857191646785613825","LorianeMrt","Le Pen elle est trop forte elle vient de baiser Macron en allant directement à l'usine #Presidentielle2017","2353602536"
"1266459508","false","finalized","3",,"against
against
against","2017-04-26 11:31:19","857195382778068993","MalikMahieu","#Macron coule en direct pendant sa conférence de presse tout comme il coulera la France s'il est élu Président de la République. #Whirlpool","358798600"
