hectáreas	2.0000	1.5455	3.0
a través de	2.0000	1.6250	2.2
acto	1.7143	2.4000	3.0
actuado	1.4000	2.0000	2.0
interino	1.7500	2.4545	3.0
acción	2.0000	2.8889	2.6
comportamiento	2.3333	2.9167	2.2
activo	2.4000	2.6250	3.0
activamente	2.4286	2.4000	2.0
activista	2.2000	2.3750	2.6
ocupaciones	2.3333	2.4167	2.6
actividad	2.6667	2.4444	2.8
actor	2.4000	2.0000	3.0
actor	2.1000	2.3077	2.0
actores	1.8333	2.3333	2.6
hechos	2.1667	2.4444	2.2
actual	2.0000	1.2500	1.6
actualmente	1.6667	1.4444	1.6
agudo	1.3000	1.8462	2.4
para	2.1667	1.4444	2.6
adaptación	1.5714	2.2000	2.2
adaptado	2.0000	2.0000	2.2
añadir	2.0000	1.7778	1.8
adicional	2.0000	1.6667	2.0
añadiendo	2.1429	1.9000	2.0
adición	1.6000	1.3750	2.4
adicional	1.8333	1.4444	1.6
podrido	1.8000	1.3750	1.2
dirección	1.8750	1.6364	2.8
dirigido	1.8750	1.6364	1.8
direcciones	1.7143	1.4000	2.0
añade	2.2000	1.5000	2.2
adecuado	2.2000	1.5000	1.6
adecuadamente	2.0000	1.6000	1.4
adyacente	1.7143	1.4000	2.4
contiguo	1.8750	1.6364	2.2
ajustar	1.8333	1.8889	1.6
equilibrado	2.2857	1.8000	2.2
ajuste	1.5000	1.7778	2.2
ajuste	1.6000	2.0000	2.0
ajustes	1.6000	1.8750	2.2
administrado	1.2000	1.6250	2.0
administración	1.8889	1.8333	2.2
administrativo	1.5000	1.5556	1.6
administrador	1.2857	1.7000	2.4
admirable	2.7778	1.6667	2.8
admiración	2.5000	1.7778	1.8
admirar	1.9000	1.6000	2.8
estimado	2.7500	1.8182	2.2
admisión	2.0000	1.6364	2.0
admitir	1.6667	1.6667	2.4
aceptado	2.0000	2.0000	2.0
adolescencia	1.8000	1.8750	2.8
adolescente	1.4000	2.0000	2.6
adoptar	1.8333	2.5556	2.2
adoptado	1.7143	2.5000	2.2
adoptando	2.1111	2.7500	2.0
adopción	1.6667	2.2500	2.2
cariñoso	2.7500	2.1429	1.6
adrenalina	2.3333	2.6667	2.2
anuncios	2.2500	1.1429	2.0
adulto	2.4000	2.0769	2.8
adultos	1.8000	1.8750	2.6
avanzar	2.2500	1.7143	2.0
advanced	2.4286	1.7000	2.0
adelanto	2.3333	1.7778	1.6
avances	2.5000	2.1818	2.4
ventaja	2.5714	2.1000	2.2
ventajas	2.5000	2.0909	1.6
aventuras	2.8333	3.0000	2.6
aventuras	2.6667	2.8333	2.4
adverso	1.4000	1.6250	1.2
publicidad	2.0000	2.0000	2.8
consejo	2.5000	1.9091	2.4
aconsejar	2.3333	1.5833	2.4
aconsejado	2.0000	2.1000	2.0
consejero	2.0000	1.6000	2.2
asesores	2.0000	1.7273	2.4
consultivo	1.5714	1.7000	1.2
abogado	2.2500	2.0000	1.8
estético	2.1667	1.3333	1.2
asunto	1.2500	2.2857	2.4
asuntos	1.1667	2.3333	2.4
afectar	1.7500	1.8571	1.6
afectado	2.0000	1.5714	1.8
afecto	2.7778	2.2500	2.0
afecta	2.0000	1.9000	1.4
afirmar	2.0000	1.8571	1.6
afijo	1.7143	1.4000	1.4
aflicción	1.4000	1.6250	1.6
permitirse	2.3750	1.9091	1.8
proporcionado	1.7500	1.7143	1.8
asustado	1.0000	2.3750	2.6
áfrica	2.1429	1.6000	3.0
africano	2.0000	1.3750	3.0
después	1.8000	1.2500	1.4
idea tardía	1.7500	1.4286	1.4
tarde	2.4545	1.4286	2.8
tardes	2.3333	1.5556	2.8
después	2.1667	1.3333	1.4
después	1.8750	1.3636	1.4
de nuevo	1.8000	1.5000	1.4
en contra	1.1429	1.3000	2.0
años	1.8000	1.8750	2.0
envejecido	1.5000	1.7273	2.2
agencias	1.8333	1.5556	2.0
agencia	1.7500	1.8182	2.2
agente	1.6000	1.2500	2.8
agentes	1.4286	1.4000	2.2
siglos	1.6000	1.6250	1.2
agravar	1.1111	2.4167	2.0
agravante	1.0000	2.2222	2.0
agresión	1.0000	2.2500	1.6
agresivo	1.2000	2.6923	2.2
espantado	1.0000	1.7778	1.2
agitado	1.3333	2.2222	2.2
hace	1.6000	1.1429	1.0
de acuerdo	2.6667	1.8889	2.0
agradable	2.7000	2.0769	2.0
convenido	2.6667	1.7778	1.2
acuerdo	2.5714	2.0000	2.4
acuerdos	2.1667	1.6667	2.0
está de acuerdo	2.4000	1.6250	1.6
agrícola	1.8000	1.2500	1.8
agricultura	2.2857	1.3000	2.2
de	2.4000	1.5000	1.4
adelante	1.5556	1.6667	1.6
ayuda	2.2000	1.6250	1.6
ayudado	2.5000	1.7273	1.8
sida	1.6250	2.0909	2.4
objetivo	2.5714	1.8000	1.8
dirigido	2.0000	1.6250	2.2
objetivos	2.4000	1.8750	1.6
ain * t	1.1429	1.5000	1.0
aire	2.0000	1.4000	2.4
aeronave	1.8750	1.7273	2.8
avión	1.5000	1.7778	2.6
aviones	1.7143	1.8000	3.0
aeropuerto	1.6667	1.7778	3.0
mina	1.8000	1.1250	1.0
alarma	1.0000	2.2500	2.6
alarmado	1.0000	2.3750	1.8
alarmante	1.0000	2.5833	2.0
alas	2.0000	1.2222	1.0
alcohol	1.7143	2.2000	3.0
alcohólico	1.0000	2.1667	3.0
alerta	2.0000	2.5000	2.2
extraterrestre	1.4286	1.8000	3.0
alienación	1.0000	1.7273	2.0
igual	2.2500	1.3636	1.4
viva	2.6667	2.5000	2.4
todas	2.0000	1.4000	1.2
presunto	1.2000	1.1250	1.2
alianza	2.2000	1.2500	1.6
aliado	2.3333	1.4444	1.4
aliados	1.8571	1.6000	2.2
asignación	2.0000	1.4167	1.2
asignación	1.7778	1.5833	1.2
asignado	1.5000	1.1429	1.2
permitir	2.3333	1.0000	1.4
tolerancia	2.5000	1.2857	2.6
subsidios	2.7000	1.8462	1.8
permitido	2.0000	1.3750	2.0
permitiendo	1.7500	1.4286	1.4
permite	2.0000	1.9000	1.6
casi	1.5000	1.6667	1.8
solo	1.0000	1.4545	2.2
a lo largo	1.8571	1.5000	2.0
junto a	1.8750	1.3636	2.2
en voz alta	2.0000	1.8889	1.8
ya	1.7778	1.5000	1.4
bien	2.2000	1.5000	1.6
además	1.8000	1.3750	1.2
edad	1.7500	2.0000	2.6
alterado	1.6667	2.0833	2.0
alterno	1.8571	2.0000	1.8
alternativa	1.7143	1.7000	1.8
alternativas	1.8750	1.7273	1.8
altera	1.5714	1.9000	2.4
a pesar de que	1.8750	1.6364	1.4
en total	2.5000	2.1111	2.2
aluminio	1.5000	1.4286	3.0
siempre	2.0000	1.3333	1.4
a.m	2.2500	1.4286	1.0
amateur	1.0000	1.7143	2.6
asombrado	2.5556	2.4167	2.0
asombro	2.4286	2.3000	2.2
asombroso	2.2500	2.0000	1.6
embajador	2.1429	1.9000	2.8
ambigüedad	1.4000	1.2500	1.4
ambiguo	1.5000	1.6364	1.4
ambición	2.2000	2.0000	1.8
ambiciones	2.8000	2.2500	1.6
ambicioso	2.1250	2.5000	1.4
amén	2.5000	2.3333	2.4
enmendado	1.6667	1.5000	1.0
enmienda	1.6000	1.6000	1.6
compensación	2.2500	1.6667	1.6
americano	1.5714	2.0000	3.0
amablemente	2.2000	1.5000	1.2
en medio de	1.7778	2.0000	1.0
munición	1.0000	2.3333	2.6
amnesia	1.0000	1.6250	2.4
entre	1.8333	1.6667	1.6
cantidad	1.6667	1.7778	2.8
cantidades	1.5714	2.0000	2.6
amplio	2.3333	2.1111	1.8
amputado	1.0000	2.8333	3.0
divertido	3.0000	2.6250	2.6
un	1.5000	1.5000	1.0
anemia	1.4000	2.0000	1.0
analogía	1.5714	1.5714	1.2
análisis	1.5000	2.3333	1.2
análisis	2.0000	2.0000	1.4
analítico	1.4286	1.5714	1.0
analizar	1.7143	2.4286	1.0
analizado	1.6667	2.1667	1.0
ancla	1.7143	1.8571	3.0
anclado	1.7273	1.5455	2.2
antiguo	1.7143	1.4286	2.8
y	1.6667	1.5556	1.0
y / o	1.7143	1.8571	1.0
angel	2.8333	2.3333	3.0
ángeles	2.3333	2.3333	3.0
enfado	1.0000	2.8889	2.0
enfadado	1.0000	1.8750	2.0
ángulo	1.7143	2.0000	2.8
anglos	1.5000	1.2500	2.6
anglicano	2.1111	1.8889	1.6
anglosajón	1.8889	1.7778	1.6
más enojado	1.0000	2.8750	2.2
enojado	1.0000	2.5000	2.8
angular	1.3333	1.6667	1.0
animal	2.2500	2.2500	3.0
animales	2.3750	2.5000	3.0
aniquilar	1.1111	2.4444	1.6
aniversario	3.0000	2.0000	2.4
anunciar	1.8750	2.3750	1.8
anunciado	1.8571	2.1429	2.0
anuncio	2.0000	2.0000	2.0
molesta	1.1667	2.8333	1.4
anual	1.6667	1.3333	1.4
anualmente	1.9000	1.6000	1.2
anónimo	1.5714	1.5714	1.0
otro	1.6250	1.7500	1.0
responder	2.0000	2.2000	1.8
contestada	2.1250	2.1250	1.8
contestando	1.5714	2.2857	1.8
respuestas	1.8889	1.8889	1.8
antena	1.7778	1.8889	3.0
anti	1.0000	2.0000	1.0
antisemitismo	1.3750	2.5000	1.0
antiesclavista	1.4286	2.8333	1.6
prever	2.0000	2.0000	1.8
anticipado	2.1429	1.7143	1.2
anticipación	1.6250	2.2500	2.0
anticlímax	1.3000	1.8000	1.2
antiguo	1.9000	1.3000	3.0
ansiedad	1.0000	2.8000	1.4
ansioso	1.0000	2.5000	1.8
alguna	1.4000	1.4000	1.0
nadie	1.9091	1.8182	1.2
de todos modos	1.3333	1.5000	1.0
nadie	1.4000	1.4000	1.2
cualquier cosa	1.5714	1.8571	1.2
de todas formas	1.5714	1.7143	1.0
de todos modos	1.5556	1.6667	1.0
en cualquier sitio	1.7500	1.6250	1.2
aparte	1.1111	2.1111	2.8
apartamento	1.5714	2.1429	3.0
apartamentos	1.5000	1.9000	3.0
pedir disculpas	1.8333	2.3333	1.4
se disculpa	2.0000	2.6667	1.6
disculparse	2.0000	2.1111	1.6
aparato	1.7000	1.8000	1.6
aparente	1.7500	1.8750	1.0
aparentemente	1.7500	1.8750	1.0
apelación	1.6667	2.3333	1.0
apeló	1.7500	2.2500	1.4
atractivo	2.2222	2.7778	1.6
apelaciones	2.1429	2.1429	1.0
aparecer	1.6000	1.8000	1.4
apariencia	2.1429	2.1429	2.2
apariciones	1.6000	1.8000	2.4
apareció	1.6000	1.6000	1.6
apareciendo	2.1000	2.2000	1.4
aparece	1.8750	1.6250	1.8
apéndice	1.2000	1.4000	1.4
apetito	2.0000	2.2500	2.0
aperitivo	2.3333	2.0000	2.8
aplausos	1.7778	2.8889	3.0
aplicable	1.5000	1.3333	1.2
solicitantes	1.5000	2.1667	2.4
solicitud	1.7500	1.8750	2.0
aplicaciones	1.5000	2.3333	2.0
aplicado	1.5000	1.6667	1.4
se aplica	1.4000	1.6000	1.2
aplicar	1.8333	2.0833	1.2
aplicando	1.8571	2.0000	1.2
cita	1.3333	2.0000	2.0
apreciar	2.6667	2.1111	1.6
apreciado	2.6667	1.8333	1.2
apreciación	2.8750	1.7500	1.4
detención	1.3333	2.1667	1.6
aprensivo	1.1111	1.7778	1.8
aprendiz	1.5714	1.8571	2.2
enfoque	1.7778	2.1111	1.6
se acercó	1.6667	1.8333	1.8
enfoques	1.7778	2.0000	2.0
que se acerca	1.6667	2.0000	2.0
apropiado	2.1000	1.7000	1.0
apropiado	1.5714	1.5714	1.0
aprobación	2.8333	2.3333	1.6
aprobar	2.9091	2.2727	2.0
aprobado	2.7143	2.1429	1.8
aprobatorio	2.6667	2.0000	1.8
aproximado	1.5000	1.6667	1.4
aproximadamente	1.5714	1.4286	1.4
abril	2.5455	2.1818	3.0
apto	1.8571	1.7143	1.0
arbitrario	1.3333	2.2222	1.2
arco	1.5714	1.5714	2.4
arcano	1.3333	1.6667	1.0
arco	1.4000	1.2000	3.0
arqueología	1.6667	1.8889	2.0
arqueado	1.3333	1.6667	2.8
arquitecto	1.8571	1.7143	2.6
arquitectura	1.8333	1.8333	2.4
ardiente	1.6667	2.1111	1.0
son	1.6667	1.6667	1.0
zona	1.6250	1.3750	2.0
áreas	1.5714	1.4286	2.0
aren t	1.1667	1.3333	1.0
discutir	1.0000	3.0000	1.4
argumentó	1.0000	2.8750	1.6
argumenta	1.1111	2.8889	1.8
discutiendo	1.0000	2.8571	2.0
argumento	1.0000	2.6250	1.6
argumentos	1.0000	2.5714	1.8
surgir	1.8333	2.0000	1.6
surge	1.8333	1.8333	2.0
surgiendo	2.0000	1.8333	2.0
arca	1.9091	1.4545	2.2
brazo	1.7143	1.8571	3.0
armado	1.2500	1.8750	2.0
ejércitos	1.3000	2.2000	2.8
brazos	1.5000	2.0000	2.6
ejército	1.1429	2.1429	2.6
surgió	2.1111	2.0000	1.4
alrededor	1.7778	2.0000	1.6
despertado	2.2500	2.7500	2.6
organizar	1.6250	2.1250	1.4
arreglado	1.5000	1.8333	1.6
arreglo	1.6667	2.0000	2.4
arreglos	1.7143	1.8571	2.0
arreglando	1.6250	2.3750	2.0
formación	1.9000	2.1000	1.0
arrestar	1.4000	2.9000	3.0
detenido	1.0000	3.0000	2.4
llegada	1.5000	1.7500	2.4
llegar	1.6000	1.8000	2.0
llegando	2.2000	2.5000	2.2
arrogante	1.0000	2.6667	1.4
flecha	1.3333	1.6667	3.0
art	2.3333	1.8333	2.8
arterias	1.2857	1.8571	2.2
artería	1.7778	1.8889	1.8
artículo	1.8750	1.6250	2.6
artículos	1.7778	1.6667	2.2
artificial	1.4286	1.5714	1.4
artillería	1.7000	2.1000	2.2
artista	1.8333	2.5000	2.8
artístico	2.3333	2.6667	1.6
artistas	2.1250	2.6250	2.6
letras	2.7000	1.9000	2.8
como	1.5000	1.5000	1.0
ascenso	1.8750	2.1250	1.2
ceniza	1.4444	1.2222	2.6
avergonzado	1.0000	2.3750	1.6
asiático	1.8889	1.6667	2.6
aparte	1.7143	1.5714	1.6
pedir	1.6000	1.8000	1.4
preguntó	1.5714	1.7143	1.4
preguntando	1.4000	1.6000	1.4
pregunta	1.4000	1.8000	1.4
dormido	2.6000	1.5000	2.8
aspecto	1.5714	1.5714	1.2
aspectos	1.4000	1.2000	1.2
aspiraciones	2.7500	2.3750	1.6
ambicioso	2.5000	2.1667	1.4
asesino	1.0000	2.7778	2.8
asalto	1.0000	2.8571	2.6
montado	1.5000	1.6667	2.0
asambleas	1.7500	2.0000	1.8
asamblea	1.6667	2.0000	1.8
afirmar	1.6667	2.6667	1.2
afirmado	1.6000	2.2000	1.4
positivo	1.9167	2.8333	1.4
evaluando	2.0000	2.0000	1.2
evaluación	1.5000	2.1667	1.4
asesores	1.6667	2.1111	1.4
bienes	1.8333	2.0000	1.6
asignar	1.8750	1.8571	1.4
asignado	1.3333	1.8333	1.4
asignación	1.2222	2.0000	2.4
asignaciones	1.4286	2.0000	2.4
ayudar	2.3333	2.1111	1.6
asistencia	2.0000	1.8333	1.6
asistente	2.0000	1.5556	2.4
asistentes	1.8333	1.8333	2.4
asociar	2.0000	1.6000	1.8
asociado	1.7143	1.5714	1.8
asociados	1.6667	1.5000	2.0
asociación	2.0000	1.6364	1.8
asociaciones	1.7143	1.5714	1.6
asumir	1.5000	2.0000	1.0
ficticio	1.3333	1.6667	1.0
asumiendo	1.5714	1.7143	1.2
suposición	1.4545	2.0000	1.2
suposiciones	1.5714	1.7143	1.2
seguro	2.2222	2.2222	1.4
asegurar	2.1429	1.8571	1.6
seguro	2.0000	1.6667	1.6
asegurando	2.0000	1.8000	2.0
astronomía	2.3333	1.7778	2.4
a	1.5000	1.5000	1.0
comió	2.1429	2.0000	2.2
athletic	2.1667	2.5000	2.6
atlántico	1.6667	1.7778	2.6
atlas	1.7778	1.6667	3.0
atmósfera	2.3750	1.5000	2.6
átomo	1.4286	2.0000	2.4
átomos	1.3333	2.1667	2.4
adjuntar	2.1250	1.8750	1.8
cierre	1.6250	1.5000	1.2
adjunto	2.0000	1.6667	2.2
ataque	1.0000	2.5714	2.8
atacado	1.0000	2.8571	2.4
ataques	1.0000	2.8571	2.6
alcanzar	2.0000	2.3333	1.2
intento	1.3333	2.1667	1.2
intentó	1.3333	2.0000	1.4
intentando	1.9000	2.3000	1.6
intentos	1.2857	2.1429	1.6
asistir	1.7500	1.7500	1.6
asistencia	1.8000	1.6667	2.0
mientras tanto	1.7778	1.7778	2.0
asistió	1.7143	2.0000	2.0
asistiendo	1.8889	1.7778	1.8
atención	1.7778	2.3333	2.0
ático	1.5000	1.2500	3.0
actitud	1.6250	2.1250	2.0
actitudes	1.8333	2.5000	2.0
abogado	1.1667	2.3333	2.8
atraer	2.4286	2.8571	1.8
atraído	2.6667	2.4444	2.0
atracción	2.8000	2.9000	2.4
atractivo	2.6000	2.5000	2.6
atribuido	1.6000	1.6000	1.4
atributos	1.7500	1.7500	1.6
audiencia	2.0000	2.6000	2.8
audiencias	2.1000	2.0000	2.8
sala	1.8333	2.0000	3.0
agosto	2.3333	1.8333	2.8
tía	2.3333	1.6667	3.0
aura	2.0000	1.7143	1.2
propicio	1.5556	2.0000	1.2
auténtico	2.2857	1.4286	1.6
autor	1.8889	1.5455	2.4
autoridades	1.4286	2.4444	2.8
autoridad	2.1000	2.1667	1.8
autorizado	1.6667	2.1250	1.6
autores	1.6667	1.6250	2.6
auto	2.2222	2.1111	2.6
automático	2.5000	2.0000	1.2
automáticamente	2.0000	1.8889	1.6
automóvil	2.5000	2.3000	3.0
automóviles	2.1111	2.1818	3.0
autonomía	2.1250	1.7000	1.4
otoño	1.8889	1.3636	3.0
disponibilidad	2.5714	1.8889	1.2
disponible	2.1667	1.8750	1.6
avenida	2.0000	1.3333	2.4
promedio	1.8000	1.2857	1.8
promediado	1.6000	1.7143	1.4
promedios	2.0000	1.5833	1.6
evitar	2.0000	1.6667	1.2
aguacate	2.0000	1.0000	3.0
evitar	1.8750	1.7000	2.0
evitado	1.5000	2.1250	2.4
evitando	1.2222	2.0000	2.2
despierto	1.8571	2.5556	2.8
premio	2.8333	1.7500	3.0
galardonado	2.7500	2.3000	2.6
premios	2.5000	1.6250	2.6
consciente	2.1667	2.5000	1.6
conciencia	2.2000	2.4286	1.8
lejos	1.8333	1.6429	2.2
horrible	1.0000	1.7778	2.0
muy	1.0000	1.7500	1.4
torpe	1.0000	1.8182	1.8
despertó	1.8333	2.1250	2.0
eje	1.8571	1.3333	2.4
sí	1.6667	1.2500	1.0
criaturas	2.7778	2.3636	3.0
bebé	2.7143	2.3333	3.0
cuidar a los niños	2.0000	2.3636	2.2
niñera	2.0000	1.6250	3.0
cuidado de niños	2.2000	2.3333	2.2
espalda	1.8333	1.3750	2.6
respaldados	1.8000	1.6667	1.6
fondo	2.1429	1.2222	2.6
espaldas	2.1667	1.5000	2.4
hacia atrás	1.2727	1.4615	2.6
tocino	1.8571	1.5556	2.8
bacteriano	1.3333	1.6250	2.4
malo	1.2857	2.1111	2.2
tejón	1.5714	2.1111	2.6
tejones	1.3636	2.4615	3.0
mal	1.0000	1.6667	1.4
bolso	1.8889	1.1818	3.0
pantalón	2.0000	1.2222	3.0
cebo	1.5000	1.7500	2.4
hornear	2.0000	2.4286	3.0
panadero	2.3333	2.1818	3.0
balance	2.1667	1.6250	2.2
equilibrado	2.5714	1.8889	2.4
pelota	2.0000	2.0000	3.0
ballet	2.0000	2.3636	2.8
balístico	1.5556	2.7273	2.2
globo	2.6250	1.9000	3.0
votación	1.8571	1.5556	2.4
bolas	2.0000	1.8750	2.8
camelo	1.3750	1.5000	2.6
plátanos	2.3750	1.3000	3.0
banda	2.0000	1.7273	2.6
bandied traducción espanol	1.7143	1.5556	1.4
alzacuello	1.6250	1.9000	2.6
banco	1.8571	1.7778	3.0
banqueros	1.8333	1.8750	2.8
bancos	2.3333	1.6250	3.0
bautista	1.5000	1.3750	1.8
bautizado	2.4000	2.0833	2.4
bar	2.4286	2.1111	3.0
parilla	2.7500	2.6000	3.0
mordaz	1.2000	2.0833	2.2
justo	1.8889	1.2727	3.0
apenas	1.3750	1.4000	1.4
negociación	2.3333	2.6364	2.4
empujó	1.4444	2.0909	1.4
ladrar	1.0000	2.0000	3.0
ladró	1.2500	2.3000	2.2
niños	2.0000	1.3750	3.0
barómetro	2.0000	1.6250	2.8
barroco	2.1429	1.4444	1.0
barril	1.8889	1.5455	2.8
barreras	1.4000	1.7500	2.4
barras	1.9000	1.8333	3.0
base	1.8000	1.2857	2.2
béisbol	2.2500	2.3333	3.0
basado	2.0000	1.1429	1.2
sótano	1.9000	1.3333	3.0
bases	2.0000	1.5000	2.0
basic	2.0000	1.2500	1.8
básicamente	2.1667	1.3750	1.4
lo esencial	2.0000	1.1250	1.8
base	2.2222	1.2727	1.2
cesta	1.8571	1.4444	3.0
bajo	2.2222	1.6364	2.2
bastardo	1.1429	2.2222	2.2
bastardos	1.5000	2.0833	2.2
una	1.6667	1.7500	3.0
bañera	2.5000	1.3750	3.0
baños	2.7778	2.1818	2.4
baño	1.9000	1.5833	3.0
batuta	2.1429	1.3333	2.4
batería	1.7500	1.8000	3.0
guata	2.3000	2.5000	2.6
batalla	1.2500	2.7000	3.0
almenas	1.4444	2.3636	2.0
berreando	1.4286	2.4444	1.8
bahía	2.3333	1.1250	2.8
ser	2.2857	1.3333	1.2
playa	3.0000	1.7143	3.0
varado	2.0000	1.8571	2.6
playas	2.3333	1.5455	2.8
haz	2.1429	1.5556	2.4
radiante	1.8000	1.7143	1.6
vigas	2.3750	1.9000	2.4
oso	2.0000	2.0000	3.0
barba	2.0000	1.2727	2.6
barbado	1.7143	1.4444	2.6
cojinete	2.0000	1.5000	1.8
osos	1.8571	1.7778	2.8
golpear	1.3333	2.1250	1.4
vencido	1.0000	2.1250	2.4
paliza	1.2000	2.4286	2.4
hermosa	3.0000	1.6429	2.8
hermosamente	3.0000	1.3333	2.0
belleza	2.8333	1.8750	3.0
castores	2.2222	2.4545	3.0
convirtió	2.0000	1.7500	1.2
porque	1.7143	1.4444	1.2
volverse	1.6667	1.6250	1.6
se convierte	2.0000	2.0909	1.8
devenir	1.8571	2.1111	1.8
cama	2.3750	1.7000	3.0
cuarto	2.1667	1.5000	3.0
camas	2.3000	1.5833	3.0
abeja	2.0000	1.8750	3.0
carne de vaca	1.9000	1.5000	2.8
estado	1.5714	1.4444	1.2
cerveza	2.0000	1.5000	3.0
cervezas	2.3636	1.8462	3.0
abejas	1.7143	1.8889	3.0
antes de	1.8333	1.2500	1.4
mendigar	1.0000	2.2222	2.8
empezó	2.0000	2.2222	1.6
mendigado	1.0000	2.5385	1.8
mendicidad	1.0000	2.4444	2.6
empezar	2.2222	2.2727	1.8
principiante	1.8571	1.4444	2.4
comenzando	2.1667	1.8750	2.2
comienza	2.2000	2.0000	2.0
comenzado	2.3333	2.1818	1.8
favor	1.8333	1.2500	1.2
comportarse	2.2857	2.0000	2.2
comportado	2.1667	2.0000	2.0
comportamiento	2.0000	2.4545	2.2
detrás	1.4000	1.4167	2.0
siendo	2.1250	1.8000	1.6
seres	1.8571	1.6667	2.0
belga	2.1667	1.6250	2.2
belgas	2.0000	1.7000	2.2
creencia	2.2500	1.2000	1.8
creencias	1.8889	1.8182	2.0
creer	2.1429	1.6667	2.0
creía	2.1429	1.5556	1.6
cree	2.2857	1.5556	1.8
creyendo	2.3333	2.1250	1.4
empequeñecer	1.3333	2.0000	1.2
campana	2.1667	1.5000	3.0
vientre	1.9000	1.5833	3.0
pertenecer a	2.2857	1.4444	2.0
perteneció	2.0000	1.4000	1.6
pertenencia	2.0000	1.8182	2.0
pertenece	2.3333	1.6364	2.0
amado	2.2500	1.7000	2.0
abajo	1.4444	1.6364	2.6
cinturón	1.4444	1.6364	3.0
banco	1.7500	1.0000	3.0
curva	1.7500	1.8000	2.4
debajo	1.8333	1.3750	2.0
beneficioso	2.3333	1.2500	1.6
beneficio	2.4286	1.5556	2.2
beneficios	2.4444	1.7273	1.8
son	1.7000	1.9167	2.8
suplicante	1.7000	2.0833	1.0
junto a	2.0000	1.2857	2.6
además	1.7500	1.3333	1.4
atontado	1.4000	1.5714	1.4
mejor	2.5455	2.0769	2.2
pero	1.5000	1.3750	3.0
mejor	2.5000	1.5000	2.4
entre	1.6667	1.6250	2.6
más allá	1.8333	1.6250	2.4
biblia	2.0000	1.8182	3.0
bíblico	2.0000	1.8889	1.8
oferta	2.0000	2.1818	1.8
camino	1.8571	1.4444	1.4
grande	2.0000	1.6364	2.2
más grande	2.1667	1.7500	2.2
más grande	2.3333	1.7500	2.4
bigwigs	1.7778	1.9091	2.0
bicicleta	2.1000	2.3333	3.0
bicicletas	2.1429	2.3333	3.0
andar en bicicleta	2.3333	2.8182	3.0
cuenta	1.7778	1.6364	3.0
