assistent	2.0000	1.5556	2.4
assistents	1.8333	1.8333	2.4
associat	2.0000	1.6000	1.8
associat	1.7143	1.5714	1.8
associats	1.6667	1.5000	2.0
associació	2.0000	1.6364	1.8
associacions	1.7143	1.5714	1.6
assumir	1.5000	2.0000	1.0
assumit	1.3333	1.6667	1.0
assumint	1.5714	1.7143	1.2
suposició	1.4545	2.0000	1.2
supòsits	1.5714	1.7143	1.2
segur	2.2222	2.2222	1.4
assegurar	2.1429	1.8571	1.6
assegurat	2.0000	1.6667	1.6
assegurant	2.0000	1.8000	2.0
astronomia	2.3333	1.7778	2.4
a	1.5000	1.5000	1.0
va menjar	2.1429	2.0000	2.2
atlètic	2.1667	2.5000	2.6
atlàntic	1.6667	1.7778	2.6
atles	1.7778	1.6667	3.0
atmosfera	2.3750	1.5000	2.6
àtom	1.4286	2.0000	2.4
àtoms	1.3333	2.1667	2.4
adjuntar	2.1250	1.8750	1.8
tancament	1.6250	1.5000	1.2
adjunt	2.0000	1.6667	2.2
atac	1.0000	2.5714	2.8
atacat	1.0000	2.8571	2.4
atacs	1.0000	2.8571	2.6
assolir	2.0000	2.3333	1.2
intent	1.3333	2.1667	1.2
intentat	1.3333	2.0000	1.4
intentar	1.9000	2.3000	1.6
intents	1.2857	2.1429	1.6
assistir	1.7500	1.7500	1.6
assistència	1.8000	1.6667	2.0
mentrestant	1.7778	1.7778	2.0
assistit	1.7143	2.0000	2.0
assistir	1.8889	1.7778	1.8
atenció	1.7778	2.3333	2.0
àtic	1.5000	1.2500	3.0
actitud	1.6250	2.1250	2.0
actituds	1.8333	2.5000	2.0
advocat	1.1667	2.3333	2.8
atreure	2.4286	2.8571	1.8
atret	2.6667	2.4444	2.0
atracció	2.8000	2.9000	2.4
atractiu	2.6000	2.5000	2.6
atribuïda	1.6000	1.6000	1.4
atributs	1.7500	1.7500	1.6
audiència	2.0000	2.6000	2.8
audiències	2.1000	2.0000	2.8
sala	1.8333	2.0000	3.0
agost	2.3333	1.8333	2.8
tia	2.3333	1.6667	3.0
aura	2.0000	1.7143	1.2
propici	1.5556	2.0000	1.2
autèntic	2.2857	1.4286	1.6
autor	1.8889	1.5455	2.4
autoritats	1.4286	2.4444	2.8
autoritat	2.1000	2.1667	1.8
autoritzat	1.6667	2.1250	1.6
autors	1.6667	1.6250	2.6
acte	2.2222	2.1111	2.6
automàtic	2.5000	2.0000	1.2
automàticament	2.0000	1.8889	1.6
automòbil	2.5000	2.3000	3.0
automòbils	2.1111	2.1818	3.0
autonomia	2.1250	1.7000	1.4
tardor	1.8889	1.3636	3.0
disponibilitat	2.5714	1.8889	1.2
disponible	2.1667	1.8750	1.6
avinguda	2.0000	1.3333	2.4
mitjana	1.8000	1.2857	1.8
mitjana	1.6000	1.7143	1.4
mitjanes	2.0000	1.5833	1.6
evitar	2.0000	1.6667	1.2
alvocat	2.0000	1.0000	3.0
evitar	1.8750	1.7000	2.0
evitat	1.5000	2.1250	2.4
evitant	1.2222	2.0000	2.2
despert	1.8571	2.5556	2.8
premi	2.8333	1.7500	3.0
atorgat	2.7500	2.3000	2.6
premis	2.5000	1.6250	2.6
conscient	2.1667	2.5000	1.6
consciència	2.2000	2.4286	1.8
lluny	1.8333	1.6429	2.2
horrible	1.0000	1.7778	2.0
terriblement	1.0000	1.7500	1.4
incòmode	1.0000	1.8182	1.8
despertar	1.8333	2.1250	2.0
eix	1.8571	1.3333	2.4
si	1.6667	1.2500	1.0
nadons	2.7778	2.3636	3.0
nadó	2.7143	2.3333	3.0
cuidar els nens	2.0000	2.3636	2.2
cangur	2.0000	1.6250	3.0
cura de nens	2.2000	2.3333	2.2
esquena	1.8333	1.3750	2.6
backed	1.8000	1.6667	1.6
fons	2.1429	1.2222	2.6
esquena	2.1667	1.5000	2.4
cap enrere	1.2727	1.4615	2.6
cansalada	1.8571	1.5556	2.8
bacterià	1.3333	1.6250	2.4
dolent	1.2857	2.1111	2.2
teixó	1.5714	2.1111	2.6
teixons	1.3636	2.4615	3.0
mal	1.0000	1.6667	1.4
bossa	1.8889	1.1818	3.0
bosses	2.0000	1.2222	3.0
esquer	1.5000	1.7500	2.4
enfornar	2.0000	2.4286	3.0
forner	2.3333	2.1818	3.0
equilibri	2.1667	1.6250	2.2
equilibrat	2.5714	1.8889	2.4
bola	2.0000	2.0000	3.0
ballet	2.0000	2.3636	2.8
balístic	1.5556	2.7273	2.2
globus	2.6250	1.9000	3.0
votació	1.8571	1.5556	2.4
boles	2.0000	1.8750	2.8
enganyifa	1.3750	1.5000	2.6
plàtans	2.3750	1.3000	3.0
banda	2.0000	1.7273	2.6
bandied	1.7143	1.5556	1.4
bandes	1.6250	1.9000	2.6
banc	1.8571	1.7778	3.0
banquers	1.8333	1.8750	2.8
bancs	2.3333	1.6250	3.0
baptista	1.5000	1.3750	1.8
batejat	2.4000	2.0833	2.4
bar	2.4286	2.1111	3.0
barbacoa	2.7500	2.6000	3.0
mordaç	1.2000	2.0833	2.2
just	1.8889	1.2727	3.0
tot just	1.3750	1.4000	1.4
negociació	2.3333	2.6364	2.4
irromput	1.4444	2.0909	1.4
lladruc	1.0000	2.0000	3.0
bordat	1.2500	2.3000	2.2
nens	2.0000	1.3750	3.0
baròmetre	2.0000	1.6250	2.8
barroc	2.1429	1.4444	1.0
barril	1.8889	1.5455	2.8
barreres	1.4000	1.7500	2.4
bars	1.9000	1.8333	3.0
base	1.8000	1.2857	2.2
beisbol	2.2500	2.3333	3.0
basat	2.0000	1.1429	1.2
soterrani	1.9000	1.3333	3.0
bases	2.0000	1.5000	2.0
bàsic	2.0000	1.2500	1.8
fonamentalment	2.1667	1.3750	1.4
l'essencial	2.0000	1.1250	1.8
base	2.2222	1.2727	1.2
cistella	1.8571	1.4444	3.0
sota	2.2222	1.6364	2.2
bastard	1.1429	2.2222	2.2
bastards	1.5000	2.0833	2.2
1	1.6667	1.7500	3.0
bany	2.5000	1.3750	3.0
banys	2.7778	2.1818	2.4
bany	1.9000	1.5833	3.0
bastó de comandament	2.1429	1.3333	2.4
bateria	1.7500	1.8000	3.0
buata	2.3000	2.5000	2.6
batalla	1.2500	2.7000	3.0
merlets	1.4444	2.3636	2.0
bawling	1.4286	2.4444	1.8
badia	2.3333	1.1250	2.8
ser	2.2857	1.3333	1.2
platja	3.0000	1.7143	3.0
encallat	2.0000	1.8571	2.6
platges	2.3333	1.5455	2.8
fes	2.1429	1.5556	2.4
bigues	1.8000	1.7143	1.6
bigues	2.3750	1.9000	2.4
suportar	2.0000	2.0000	3.0
barba	2.0000	1.2727	2.6
barbat	1.7143	1.4444	2.6
coixinet	2.0000	1.5000	1.8
óssos	1.8571	1.7778	2.8
batre	1.3333	2.1250	1.4
batut	1.0000	2.1250	2.4
batec	1.2000	2.4286	2.4
bonic	3.0000	1.6429	2.8
bellament	3.0000	1.3333	2.0
bellesa	2.8333	1.8750	3.0
castors	2.2222	2.4545	3.0
es va convertir en	2.0000	1.7500	1.2
perquè	1.7143	1.4444	1.2
convertir-se en	1.6667	1.6250	1.6
es converteix	2.0000	2.0909	1.8
esdevenir	1.8571	2.1111	1.8
llit	2.3750	1.7000	3.0
dormitori	2.1667	1.5000	3.0
llits	2.3000	1.5833	3.0
abella	2.0000	1.8750	3.0
carn de res	1.9000	1.5000	2.8
estat	1.5714	1.4444	1.2
cervesa	2.0000	1.5000	3.0
cerveses	2.3636	1.8462	3.0
abelles	1.7143	1.8889	3.0
abans	1.8333	1.2500	1.4
pidolar	1.0000	2.2222	2.8
començar	2.0000	2.2222	1.6
pregar	1.0000	2.5385	1.8
mendicitat	1.0000	2.4444	2.6
començar	2.2222	2.2727	1.8
principiant	1.8571	1.4444	2.4
principi	2.1667	1.8750	2.2
comença	2.2000	2.0000	2.0
començat	2.3333	2.1818	1.8
favor	1.8333	1.2500	1.2
comportar-se	2.2857	2.0000	2.2
comportat	2.1667	2.0000	2.0
comportament	2.0000	2.4545	2.2
darrere	1.4000	1.4167	2.0
ser	2.1250	1.8000	1.6
els éssers	1.8571	1.6667	2.0
belga	2.1667	1.6250	2.2
belgues	2.0000	1.7000	2.2
creença	2.2500	1.2000	1.8
creences	1.8889	1.8182	2.0
creure	2.1429	1.6667	2.0
cregut	2.1429	1.5556	1.6
creu	2.2857	1.5556	1.8
creient	2.3333	2.1250	1.4
empetitir	1.3333	2.0000	1.2
timbre	2.1667	1.5000	3.0
ventre	1.9000	1.5833	3.0
pertànyer a	2.2857	1.4444	2.0
pertangut	2.0000	1.4000	1.6
pertinença	2.0000	1.8182	2.0
pertany	2.3333	1.6364	2.0
estimat	2.2500	1.7000	2.0
baix	1.4444	1.6364	2.6
cinturó	1.4444	1.6364	3.0
banc	1.7500	1.0000	3.0
racó	1.7500	1.8000	2.4
sota	1.8333	1.3750	2.0
beneficiós	2.3333	1.2500	1.6
benefici	2.4286	1.5556	2.2
beneficis	2.4444	1.7273	1.8
són	1.7000	1.9167	2.8
suplicant	1.7000	2.0833	1.0
al costat de	2.0000	1.2857	2.6
a més	1.7500	1.3333	1.4
encantat	1.4000	1.5714	1.4
millor	2.5455	2.0769	2.2
però	1.5000	1.3750	3.0
millor	2.5000	1.5000	2.4
entre	1.6667	1.6250	2.6
més enllà	1.8333	1.6250	2.4
bíblia	2.0000	1.8182	3.0
bíblic	2.0000	1.8889	1.8
oferta	2.0000	2.1818	1.8
camí	1.8571	1.4444	1.4
gran	2.0000	1.6364	2.2
més gran	2.1667	1.7500	2.2
major	2.3333	1.7500	2.4
peixos grossos	1.7778	1.9091	2.0
bicicleta	2.1000	2.3333	3.0
bicicletes	2.1429	2.3333	3.0
ciclisme	2.3333	2.8182	3.0
projecte de llei	1.7778	1.6364	3.0
cartellera	1.8750	1.4000	3.0
mil milions	2.2222	2.0909	1.8
bitllets	1.5000	1.7000	3.0
